SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.0,30,0,0.557476636,2139.0,4,0,1,0,1.0
0,0.081934988,40,0,0.339295634,9000.0,9,0,2,0,0.0
0,0.022145923,63,0,135.0,0.0,7,0,0,0,0.0
0,0.265283475,48,0,0.385107099,17833.0,12,0,2,0,4.0
0,0.277256573,58,0,0.464229115,8833.0,12,0,1,0,2.0
0,0.217267084,48,0,3843.0,,13,0,1,0,0.0
0,0.343953788,64,0,0.276180955,4000.0,9,0,1,0,0.0
0,0.053369583,67,0,85.0,,5,0,0,0,
0,0.9999999,34,0,0.00155521,4500.0,0,0,0,0,0.0
0,0.0,27,1,315.0,,1,0,0,0,0.0
0,0.86037013,34,0,0.329456178,9800.0,11,0,1,0,1.0
0,0.610567515,49,0,0.781292985,2180.0,5,0,1,0,0.0
0,0.247699118,61,3,0.60630468,7200.0,13,0,3,2,1.0
0,0.002363565,47,0,0.189901577,14833.0,8,0,2,0,2.0
0,0.002439507,68,0,0.252099832,8333.0,9,0,1,0,0.0
0,0.9999999,51,1,0.245361006,11370.0,4,0,1,0,2.0
0,0.369893648,63,0,0.852215406,7334.0,7,0,2,0,0.0
0,0.138431305,46,1,0.484631453,3350.0,17,0,2,0,2.0
0,0.0,24,0,0.0,2655.0,2,0,0,0,0.0
0,0.026645677,49,0,0.574600972,1440.0,7,0,0,0,3.0
0,1.371780085,31,1,0.335664336,1000.0,5,0,0,0,0.0
0,0.352675269,48,1,0.198477571,35600.0,22,0,2,2,2.0
0,0.290226327,47,0,0.646085741,4291.0,18,0,2,0,1.0
0,0.031310449,73,0,0.991871492,5166.0,9,0,2,0,1.0
0,0.235976402,37,0,0.257774223,10000.0,4,0,1,0,1.0
0,0.0,47,1,1.334263393,3583.0,9,0,3,0,0.0
0,0.315653406,47,0,0.310603658,9458.0,7,0,1,0,0.0
0,0.020576527,47,0,0.162967179,5270.0,10,0,1,0,0.0
0,0.676997169,28,0,0.412401394,5450.0,9,0,0,0,3.0
0,0.272192828,23,0,0.012987013,1000.0,2,0,0,0,0.0
0,0.387890838,43,0,1.141571686,5000.0,16,0,3,0,1.0
0,0.375439361,58,0,0.495377338,4650.0,13,0,2,0,1.0
0,0.023121523,74,0,0.414234306,2500.0,4,0,1,0,0.0
0,0.0,24,0,0.0,0.0,1,0,0,0,0.0
0,0.0,40,0,2888.0,,6,0,2,0,3.0
0,0.799157576,38,0,0.810496381,3867.0,12,0,2,0,2.0
0,0.685364281,34,1,0.186146028,3738.0,5,0,0,0,2.0
0,0.315022517,44,1,0.4552766,9200.0,11,0,2,0,0.0
0,0.049580168,25,0,0.001172791,2557.0,3,0,0,0,0.0
0,0.046762741,90,0,0.016994335,3000.0,3,0,0,0,1.0
0,0.916053575,33,3,2113.0,,5,0,1,0,2.0
0,0.007522621,67,0,0.341010207,3820.0,15,0,2,0,1.0
0,0.583649643,63,0,4427.0,,6,0,2,0,0.0
0,0.0,65,0,0.0,8333.0,4,0,0,0,1.0
0,0.09177997,52,0,0.189902125,8377.0,9,0,1,0,4.0
0,0.13163482,64,0,0.350521354,7000.0,7,0,1,0,0.0
0,0.9999999,30,0,0.0,1.0,0,0,0,0,2.0
0,0.0,65,0,1256.0,0.0,7,0,1,0,0.0
0,0.167726612,47,0,0.263796201,15583.0,13,0,3,0,2.0
0,0.5798178,63,0,0.119355426,10983.0,14,0,0,0,0.0
0,0.029724257,55,0,5483.0,,12,0,3,0,0.0
0,0.016029075,65,0,0.348258706,2411.0,11,0,0,0,0.0
0,0.636651176,56,0,0.429890941,8985.0,14,0,1,0,1.0
0,0.027803075,81,0,44.0,,7,0,0,0,0.0
0,0.9999999,54,0,0.027894527,133000.0,6,0,1,0,0.0
0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0
0,0.286897892,52,0,0.278368186,2916.0,10,0,0,0,2.0
0,0.0,61,0,4229.0,,6,0,2,0,0.0
0,0.592545685,50,0,0.522901315,6920.0,11,0,2,0,0.0
0,0.325507587,35,0,0.653869226,3333.0,9,0,1,0,1.0
0,0.212616003,48,0,0.327808306,11100.0,8,0,1,0,0.0
0,0.373392119,44,0,0.201215395,4442.0,4,0,1,0,4.0
0,0.009146703,49,0,11.0,,9,0,0,0,0.0
0,0.163937424,46,0,0.488086977,4322.0,11,0,1,0,2.0
0,0.012191002,48,0,0.540090498,11049.0,19,0,3,0,3.0
0,0.028083912,50,0,0.380976732,3910.0,20,0,0,0,3.0
0,0.054484158,53,0,0.008779631,6833.0,4,0,0,0,0.0
0,0.0,79,0,1881.0,,3,0,1,0,0.0
0,0.294896767,47,1,0.329734053,5000.0,4,0,1,0,3.0
0,0.066936043,74,0,0.223590408,3085.0,6,0,0,0,0.0
0,0.00869913,73,0,37.0,,4,0,0,0,0.0
0,0.124479253,43,0,0.297271191,4140.0,4,0,1,0,4.0
0,0.0,74,0,0.058099001,4302.0,3,0,0,0,0.0
0,0.505908972,45,0,0.507507508,7658.0,10,0,2,0,1.0
0,0.235063745,33,0,0.169200906,3090.0,9,0,0,0,0.0
0,0.091883784,61,0,0.314596756,4500.0,6,0,1,0,0.0
0,0.140296443,60,0,0.58242927,4700.0,11,0,2,0,0.0
0,0.946010798,33,0,0.183711245,2160.0,2,0,0,0,0.0
0,0.9999999,45,1,0.685777288,906.0,2,0,0,1,0.0
0,0.9999999,47,0,0.346636674,13780.0,5,0,3,0,3.0
0,0.767293871,56,0,0.389922062,12958.0,9,0,2,0,1.0
0,0.048983122,34,0,0.089701471,7000.0,7,0,0,0,2.0
0,0.522353914,64,0,1.167073984,4500.0,20,0,3,0,0.0
0,0.355941046,53,0,0.287841994,6176.0,7,0,2,0,0.0
0,0.092429972,25,0,0.168332667,2500.0,9,0,0,0,0.0
0,0.492734197,49,0,0.320853081,8439.0,11,0,2,0,0.0
0,0.0,38,0,0.408795602,2000.0,11,0,0,0,0.0
0,0.00060323,66,0,0.005189029,10791.0,6,0,0,0,0.0
0,0.091810685,54,0,0.329445092,6000.0,12,0,1,0,0.0
0,0.038289507,78,0,479.0,,9,0,0,0,0.0
0,0.842862855,47,0,0.177864275,17726.0,7,0,2,0,4.0
0,0.01139924,44,0,0.007132668,700.0,2,0,0,0,3.0
0,0.060921923,66,0,0.014508656,8201.0,16,0,0,0,1.0
0,0.544361269,55,0,0.309274424,5250.0,12,0,1,0,0.0
0,0.06419666,46,0,1.17989418,1700.0,9,0,1,0,0.0
0,0.9999999,35,0,0.086357373,2176.0,1,0,0,0,0.0
0,0.24870052,23,0,0.598442714,898.0,3,0,0,0,0.0
0,0.341717476,49,0,6530.0,0.0,12,0,3,0,5.0
0,0.424699118,33,0,0.159229456,4100.0,6,0,0,0,3.0
0,0.593029737,58,0,541.0,,6,0,0,0,0.0
0,0.0,42,0,0.0,1855.0,2,0,0,0,0.0
0,0.816398573,59,0,0.875494071,7083.0,31,0,2,0,3.0
0,0.309507484,61,0,0.557984537,3750.0,17,0,2,0,0.0
0,0.560273573,45,1,0.340528239,14500.0,16,0,2,0,2.0
0,0.781309118,44,0,1605.0,1.0,8,0,2,0,0.0
0,0.416664358,46,0,0.660667866,5000.0,9,0,1,0,1.0
0,0.11227237,54,0,0.318268173,10000.0,12,0,2,0,0.0
0,0.9999999,46,0,0.312488638,5500.0,6,0,2,0,0.0
0,0.751092327,81,0,1.19533453,3900.0,10,0,1,0,0.0
0,0.620685491,67,0,0.35882244,5400.0,14,0,1,0,0.0
0,0.223480875,50,1,0.307164895,5833.0,8,0,1,0,2.0
0,0.157858672,43,0,0.24573136,7027.0,9,0,1,0,2.0
0,0.080890479,42,0,0.034407777,7817.0,2,0,0,0,1.0
0,0.048518668,53,0,0.018415179,3583.0,5,0,0,0,2.0
0,0.095815822,40,0,0.091938708,1500.0,7,0,0,0,2.0
0,0.031794732,85,1,0.60516129,1549.0,7,0,1,0,0.0
0,0.024147884,72,0,0.013139103,3500.0,6,0,0,0,0.0
0,0.038767995,50,0,0.145982826,8500.0,20,0,1,0,1.0
0,0.121646392,48,0,1262.0,,7,0,1,0,
0,0.284248732,49,0,0.910268714,2083.0,5,0,1,0,3.0
0,0.175782422,29,0,0.014419226,3744.0,4,0,0,0,0.0
0,0.045900101,71,0,2644.0,,5,0,1,0,
0,0.372820726,57,0,0.456843288,5340.0,9,0,1,0,0.0
0,0.005768787,65,0,0.157150528,5586.0,2,0,1,0,0.0
0,0.911089529,46,0,0.204243224,9850.0,10,0,0,0,3.0
0,0.088231475,57,0,2012.0,,13,0,1,0,
0,0.165165825,63,1,0.020326558,3000.0,8,0,0,0,0.0
0,1.062744771,48,0,0.173706441,41667.0,11,0,2,0,2.0
0,0.021465358,59,0,1196.0,,6,0,1,0,
0,0.369298019,57,1,2773.0,,13,0,1,0,0.0
0,0.9999999,37,0,0.0,3800.0,2,0,0,1,0.0
0,0.369970509,59,0,0.363356665,13000.0,17,0,2,0,1.0
0,0.032770492,49,0,1129.0,,4,0,2,0,0.0
0,0.012287803,59,0,23.0,,8,0,0,0,0.0
0,0.266720737,75,0,403.0,,6,0,0,0,
0,0.333373245,69,0,0.426214757,3333.0,11,0,1,0,1.0
0,0.845125729,58,0,1.581806065,3000.0,12,0,1,0,0.0
0,0.98076077,34,0,0.392463471,3900.0,6,0,0,0,1.0
0,0.077854453,51,0,0.164972274,15147.0,7,0,1,0,3.0
0,0.9999999,70,0,0.0,5100.0,0,0,0,0,0.0
0,0.106573338,51,0,0.266293483,2500.0,4,0,0,0,0.0
0,0.057401587,32,0,0.354561584,10708.0,11,0,2,0,1.0
0,0.0,77,0,0.0,0.0,3,0,0,0,0.0
0,0.049319248,52,0,0.190290179,10751.0,6,0,1,2,3.0
0,0.379848026,56,0,2690.0,,13,0,1,0,0.0
0,0.419032544,29,0,1.486256872,2000.0,28,0,0,0,0.0
0,0.0,72,0,10.0,,2,0,0,0,0.0
0,0.316377549,52,0,0.352077476,3200.0,9,0,1,0,0.0
0,0.731063447,62,0,0.318007663,10700.0,6,0,2,0,1.0
0,0.407647743,52,0,0.936376782,4840.0,15,0,2,0,2.0
0,0.127452644,66,0,1498.0,,10,0,2,0,1.0
0,0.029542013,77,0,30.0,,5,0,0,0,
0,0.9999999,27,0,0.1567596,1900.0,2,0,0,0,0.0
0,0.009407727,75,0,0.414977245,2416.0,11,0,0,0,0.0
0,0.01270545,59,0,0.335677838,7250.0,13,0,2,0,2.0
0,0.359106816,28,0,0.337183474,2250.0,7,0,0,0,0.0
0,0.694309881,61,0,0.608029995,6400.0,13,0,1,0,0.0
0,0.024866156,87,0,0.002699055,5927.0,4,0,0,0,0.0
0,0.511479561,52,1,0.820727046,11250.0,7,0,2,0,2.0
0,0.110760828,69,0,0.294803818,6600.0,13,0,1,0,2.0
0,0.348781778,53,0,0.251004554,7465.0,9,0,1,0,0.0
0,0.080634898,48,0,0.131345763,10833.0,5,0,2,0,4.0
0,0.094228957,45,0,0.483334992,10050.0,7,0,3,0,3.0
0,1.078039927,28,0,0.065186963,5000.0,3,0,0,0,0.0
0,0.001919846,73,0,0.0,3313.0,4,0,0,0,0.0
0,0.383583015,63,0,0.326076439,6200.0,6,0,1,0,0.0
0,0.078933183,74,0,0.524047355,5405.0,18,0,1,0,0.0
0,0.067627122,43,0,0.018777796,6070.0,7,0,0,0,2.0
0,0.054794521,58,0,2577.0,,5,0,2,0,0.0
0,0.098840412,84,0,0.431901519,3817.0,10,0,1,0,0.0
0,0.263473054,23,0,0.112565445,1527.0,2,0,0,0,0.0
0,0.322918033,56,0,0.246072472,12666.0,10,0,2,0,2.0
0,0.693061043,62,0,5020.0,,9,0,2,0,2.0
0,0.367838708,64,0,0.483375497,5533.0,8,0,1,0,0.0
0,0.000291537,41,0,0.278622956,14000.0,10,0,2,0,3.0
0,0.106813038,43,0,0.477087152,6000.0,18,0,1,0,0.0
0,0.019958369,67,0,666.0,,8,0,0,0,0.0
0,0.322104342,66,1,0.387535817,6979.0,13,0,2,0,0.0
0,0.17728101,78,0,119.0,,4,0,0,0,0.0
0,0.018990505,24,0,0.001218027,820.0,2,0,0,0,0.0
0,0.009754955,70,0,0.199342826,16433.0,7,0,1,0,2.0
0,0.638722555,22,0,4.5,1.0,2,0,0,0,0.0
0,0.060599939,34,0,993.0,,3,0,1,0,0.0
0,0.227249979,54,0,0.114049394,8583.0,11,0,0,0,2.0
0,0.140525911,71,0,0.390378206,6900.0,11,0,1,0,1.0
0,0.280168565,70,0,0.254248584,3000.0,2,0,1,0,1.0
0,0.032217946,63,0,0.018119338,3200.0,6,0,0,0,0.0
0,0.008557742,78,0,4.0,,3,0,0,0,0.0
0,0.027130164,62,0,0.0029521,10500.0,6,0,0,0,0.0
0,0.010792731,39,1,0.457393963,5233.0,11,0,1,0,1.0
0,0.029570959,80,0,0.048762191,1332.0,13,0,0,0,0.0
0,0.963003083,54,0,0.432373473,4583.0,10,0,1,0,0.0
0,0.614538546,36,0,0.02879744,11250.0,2,0,0,0,0.0
0,0.409324787,46,0,0.3255,5999.0,13,1,1,0,2.0
0,0.098585336,35,0,0.37493751,6000.0,13,0,1,0,0.0
0,0.062002404,50,0,0.298433165,12253.0,8,0,2,0,2.0
0,0.106644668,46,0,1961.0,,2,0,1,0,0.0
0,0.097085845,46,0,0.386829613,9900.0,7,0,1,0,4.0
0,0.117613113,54,0,8269.0,,24,0,11,0,0.0
0,0.012140214,41,0,0.592437739,5500.0,17,0,3,0,2.0
0,0.385780711,60,0,0.179605231,20416.0,6,0,2,0,2.0
0,0.010294913,66,0,2.381348876,1200.0,14,0,4,0,0.0
0,0.022336309,25,0,0.442630185,4531.0,7,0,1,0,0.0
0,0.040445225,51,0,0.109845403,6144.0,4,0,0,0,1.0
0,0.270909184,27,0,0.080195703,4700.0,9,0,0,0,1.0
0,0.9999999,27,0,358.0,,1,1,0,0,0.0
0,0.325715584,60,1,0.303738769,10350.0,8,0,1,0,0.0
0,0.161134533,61,0,0.234140996,8212.0,8,0,2,0,0.0
0,0.028948553,61,0,1224.0,,6,0,1,0,0.0
0,0.265544578,46,0,0.473830243,7928.0,7,0,2,0,2.0
0,0.018851224,38,0,0.142208087,2200.0,15,0,0,0,0.0
0,0.917800679,70,1,0.83858071,2000.0,9,0,0,3,0.0
0,0.128984991,54,0,0.212719298,2735.0,7,0,0,1,0.0
0,0.532220677,50,0,34.0,,1,0,0,0,0.0
0,0.822242998,68,2,3929.0,,14,0,2,0,0.0
0,0.910914153,26,0,0.853004292,2795.0,11,0,1,0,2.0
0,0.626599614,43,0,0.226776277,8514.0,9,0,0,0,2.0
0,0.594183741,38,0,0.155352068,3166.0,9,0,0,0,2.0
0,0.393830078,37,0,0.637470847,3858.0,8,0,1,0,1.0
0,0.139827433,75,0,0.194361128,1666.0,5,0,0,0,0.0
0,0.435873399,35,1,0.378339466,6250.0,7,0,1,0,1.0
0,0.701808089,37,0,0.616345914,4000.0,7,0,1,0,1.0
0,0.027810762,61,0,2616.0,,7,0,1,0,
0,0.109639441,53,0,0.931534233,2000.0,15,0,1,0,0.0
0,0.123505163,46,1,0.229690984,6277.0,9,0,1,0,3.0
0,0.018582426,69,0,1059.0,,6,0,1,0,0.0
0,0.9999999,75,0,0.110406196,12136.0,2,0,2,0,0.0
0,0.167808075,42,0,2806.0,,8,0,1,0,0.0
0,0.208063355,38,0,0.371925615,5000.0,10,0,0,0,0.0
0,0.922738279,62,0,0.27870698,12435.0,15,0,2,0,0.0
0,0.215287599,43,0,0.421595982,3583.0,9,0,1,0,0.0
0,0.022493705,68,0,0.175724173,7801.0,14,0,1,0,0.0
0,0.833457157,43,2,0.159471994,2802.0,11,0,0,0,3.0
0,0.048838833,47,0,0.188947539,9282.0,18,0,1,0,0.0
0,0.774086379,47,0,35.0,,1,0,0,0,0.0
0,0.184040975,42,0,589.0,,10,0,0,0,0.0
0,0.051838618,56,0,0.371204701,4083.0,10,0,1,0,0.0
0,0.9999999,45,2,0.096666667,5699.0,1,0,0,0,0.0
0,0.084616587,71,0,0.057576969,2500.0,5,0,0,0,0.0
0,0.0,51,0,0.784071976,3000.0,5,0,2,0,2.0
0,0.0,77,0,0.0,,4,0,0,0,0.0
0,0.9999999,57,0,0.095936043,1500.0,3,1,0,0,2.0
0,0.099566687,45,0,0.410887161,6300.0,8,0,1,0,2.0
0,0.005387221,54,0,2898.0,,7,0,1,0,0.0
0,0.551657934,47,1,0.454103597,7200.0,11,0,1,0,2.0
0,0.9999999,62,0,0.136604775,3015.0,4,0,2,0,0.0
0,0.702487184,61,0,1.302175665,1240.0,12,0,1,0,0.0
0,0.740648379,41,2,0.004640371,3447.0,1,1,0,0,1.0
0,0.0,57,0,0.224302056,12500.0,14,0,1,0,1.0
0,0.104919344,75,0,1263.0,,4,0,1,0,0.0
0,0.437728114,61,0,0.354546159,12900.0,10,0,2,1,0.0
0,0.9999999,48,0,0.365432687,8400.0,6,0,3,0,1.0
0,0.001433908,83,0,1.0,,8,0,0,0,
0,0.0,56,0,0.309665346,9083.0,8,0,2,0,1.0
0,0.180945476,66,0,0.119792369,14833.0,3,0,1,0,3.0
0,0.9999999,39,2,0.453234358,4714.0,5,0,1,0,3.0
0,0.613576566,32,2,0.057191233,10630.0,9,0,0,0,0.0
0,0.067812836,39,0,0.295075828,5340.0,17,0,1,0,0.0
0,0.364015335,49,0,0.366389549,5051.0,9,0,2,0,0.0
0,0.598985738,49,0,0.162115674,4650.0,3,0,0,0,1.0
0,0.051376423,43,0,0.050793228,7500.0,4,0,0,0,4.0
0,0.034384238,84,0,51.0,,10,0,0,0,0.0
0,0.0,50,0,105.0,,4,0,0,0,0.0
0,0.9999999,47,0,0.384359401,1201.0,3,0,0,0,0.0
0,0.003376892,45,0,0.784575982,3513.0,7,0,2,0,0.0
0,0.466982039,58,0,0.749535237,11833.0,22,0,5,1,0.0
0,0.045915391,45,0,0.273901135,7666.0,4,0,1,0,0.0
0,0.061357306,66,0,593.0,,34,0,1,0,0.0
0,0.081200527,51,0,0.402919416,5000.0,14,0,1,0,0.0
0,0.9999999,49,0,10.0,,0,0,0,0,0.0
0,0.658201327,63,0,0.524534687,6500.0,8,0,1,0,1.0
0,0.001955469,47,0,5127.0,,4,0,2,0,1.0
0,1.069413774,35,0,0.192228806,8775.0,4,0,0,0,1.0
0,0.676646707,30,0,0.127363617,4600.0,3,0,0,0,1.0
0,0.015480908,46,0,0.219968576,7000.0,10,0,1,0,0.0
0,0.556346236,27,0,0.17888563,3750.0,7,0,0,0,0.0
0,0.085111854,51,0,0.521098119,5900.0,4,0,1,0,1.0
0,0.55822144,33,2,0.454279444,4100.0,7,0,1,1,1.0
0,0.012213008,38,0,0.009164757,4800.0,8,0,0,0,0.0
0,0.0,44,0,0.0,1833.0,6,0,0,0,1.0
0,5.13e-05,35,0,0.312099764,8900.0,17,0,1,0,0.0
0,0.058798738,66,0,0.036043147,3800.0,8,0,0,0,0.0
0,0.61342054,38,0,0.406455298,3500.0,11,0,0,0,3.0
0,0.956906468,30,2,3189.0,,5,0,1,0,0.0
0,0.355181308,47,0,2283.0,,9,0,2,0,0.0
0,0.0,60,0,2956.0,,6,0,2,0,0.0
0,0.70212023,55,1,0.349432476,8633.0,21,0,1,0,1.0
0,0.006344936,63,0,0.002166306,6000.0,8,0,0,0,0.0
0,0.052186098,63,0,0.189641042,6100.0,10,0,1,0,1.0
0,0.115080214,56,0,3332.0,,14,0,2,0,
0,0.99593964,73,1,0.516171792,3771.0,7,0,2,0,0.0
0,0.127035558,51,0,0.082412914,3530.0,6,0,0,0,0.0
0,0.0,35,0,2312.0,,5,0,1,0,0.0
0,0.09150294,27,0,0.119875569,9000.0,9,0,0,0,0.0
0,0.051582065,69,0,1374.0,0.0,13,0,0,0,0.0
0,0.25243618,50,0,0.406036154,25280.0,24,0,4,0,0.0
0,0.347281322,55,0,0.578253968,6299.0,13,0,1,0,1.0
0,0.035433244,55,0,0.107244638,6666.0,34,0,0,0,0.0
0,0.001383604,35,0,0.094758065,7935.0,5,0,0,0,3.0
0,0.534962816,60,1,0.841860465,4084.0,13,0,2,0,0.0
0,0.969763954,46,0,0.511126524,17300.0,19,0,5,1,4.0
0,0.085254096,70,4,0.514801999,2600.0,5,0,1,0,1.0
0,0.0,69,0,0.337558275,6863.0,14,0,2,0,0.0
0,0.797979798,61,0,0.363686841,7203.0,11,0,2,0,0.0
0,0.9999999,66,0,0.510934778,5166.0,5,0,2,0,0.0
0,0.9999999,57,0,1809.0,,3,0,2,0,0.0
0,0.516903196,43,0,0.259891389,3866.0,11,0,0,0,1.0
0,0.003597353,46,0,0.159693687,5353.0,10,0,1,0,0.0
0,0.013174641,41,0,0.121859768,8000.0,8,0,0,0,2.0
0,0.439684124,64,0,0.00400261,582369.0,11,0,0,0,1.0
0,0.711288711,23,0,0.323914542,1450.0,3,0,0,0,0.0
0,0.001980029,69,0,0.583138954,3000.0,10,0,1,0,0.0
0,0.100603451,71,0,0.069405886,1800.0,8,0,0,0,0.0
0,0.020238678,53,0,3092.0,0.0,9,0,1,0,2.0
0,0.270886456,53,0,2014.0,,4,0,1,0,
0,0.173714183,34,0,0.63984004,4000.0,9,0,2,0,1.0
0,0.426678666,44,0,1855.0,,2,0,1,0,0.0
0,0.122671481,53,0,0.711601406,8248.0,14,0,3,0,2.0
0,0.988011988,36,0,0.015157559,2506.0,2,0,0,1,1.0
0,0.441158574,33,0,0.147408899,5460.0,8,0,0,0,0.0
0,0.782645539,26,2,1.156687898,784.0,13,0,0,0,0.0
0,0.070300857,41,0,0.351464854,10000.0,7,0,1,0,1.0
0,0.075996465,64,0,99.0,,6,0,0,0,
0,0.0,54,0,1273.0,,3,0,2,0,0.0
0,0.26544112,57,0,0.085176934,19300.0,5,0,1,0,0.0
0,0.473856554,40,0,0.543474754,6198.0,10,0,3,0,0.0
0,0.024454885,73,0,0.172640819,4100.0,4,0,1,0,0.0
0,0.769011932,40,4,0.637272403,2800.0,9,0,0,0,3.0
0,0.070423411,59,0,0.505887581,4500.0,13,0,2,0,1.0
0,0.417106303,44,1,0.438400344,4650.0,11,0,3,0,1.0
0,0.043464486,44,0,0.555222253,11000.0,11,0,3,0,2.0
0,0.9999999,50,2,2657.0,,10,0,2,0,0.0
0,0.509147949,46,0,0.455568054,8000.0,14,0,2,0,2.0
0,0.518240213,54,0,0.448310139,3017.0,6,3,0,0,0.0
0,0.03564735,61,0,0.616301798,5115.0,16,0,3,0,0.0
0,0.38269238,42,0,0.223110984,7000.0,5,0,0,0,2.0
0,0.118680082,44,0,0.009030801,6200.0,6,0,0,0,4.0
0,0.732428502,31,0,0.133118493,4033.0,6,0,0,0,0.0
0,0.029056831,56,0,0.419320105,6500.0,12,0,2,0,0.0
0,0.08618774,38,0,0.694522191,2500.0,9,0,1,0,2.0
0,0.954070086,42,0,0.472651967,8208.0,8,0,1,0,0.0
0,0.023879373,59,1,0.425492034,3200.0,8,0,1,0,1.0
0,0.125061925,49,0,0.361694391,11000.0,11,0,2,0,1.0
0,0.159853254,63,0,0.268056303,13000.0,19,0,2,0,0.0
0,0.051063262,61,0,3037.0,,13,0,2,0,0.0
0,0.0,42,0,0.434470767,4600.0,14,0,1,0,3.0
0,0.06614367,66,0,0.262818446,3100.0,7,0,1,0,0.0
0,0.0,24,0,35.0,0.0,3,0,0,0,0.0
0,0.169115729,28,0,0.215885947,5400.0,6,0,1,0,0.0
0,0.086576619,38,0,484.0,,9,0,0,0,2.0
0,0.359541199,31,2,0.424831849,5500.0,8,0,1,0,1.0
0,0.479394888,43,0,0.033325928,4500.0,11,0,0,0,1.0
0,0.023127678,45,0,1754.0,,12,0,1,0,0.0
0,0.805158798,67,0,2725.0,,6,0,0,0,0.0
0,0.093171136,54,0,0.328706274,1800.0,12,0,1,0,1.0
0,0.860605576,57,1,6.14071607,1200.0,15,0,4,0,0.0
0,0.875161508,54,0,0.204578097,11139.0,15,0,0,0,1.0
0,0.982144133,47,1,0.795074559,4425.0,9,0,2,0,3.0
0,0.9999999,48,1,0.42785114,4164.0,7,0,2,0,2.0
0,0.06269104,56,0,0.379155211,4000.0,11,0,1,0,1.0
0,0.696265249,42,0,0.303688497,15100.0,8,0,1,0,1.0
0,0.014751761,68,0,0.005332622,7500.0,6,0,0,0,0.0
0,0.9999999,39,0,0.455892731,4250.0,3,0,1,0,3.0
0,0.0,66,2,0.667295449,4240.0,17,0,2,0,0.0
0,0.002722371,57,0,0.426766226,3481.0,11,0,1,0,2.0
0,0.0,68,0,0.241119893,10500.0,7,0,1,0,0.0
0,0.357452446,42,1,0.35110601,9583.0,11,0,2,0,2.0
0,0.072953046,54,0,0.176700783,9965.0,6,0,1,0,0.0
0,0.260749488,56,0,0.351277955,6259.0,3,0,1,0,1.0
0,0.264347131,70,0,0.268747714,8200.0,8,0,1,0,0.0
0,0.05686137,73,1,0.68275154,2921.0,10,0,1,0,0.0
0,0.129147169,59,0,0.33664173,13500.0,17,0,2,0,0.0
0,0.809522894,56,0,0.404364424,17550.0,7,0,2,0,1.0
0,0.565420723,54,2,0.297542651,19166.0,22,0,2,0,0.0
0,0.0,65,0,1086.0,,11,0,1,0,0.0
0,0.058713813,44,0,0.300097752,7160.0,14,0,2,0,2.0
0,0.195727236,35,0,0.291864014,9500.0,18,0,2,0,0.0
0,0.031843922,73,0,0.013118565,6021.0,6,0,1,0,1.0
0,0.081445928,54,0,6532.0,,7,0,2,0,0.0
0,0.005999931,47,0,0.283992501,11200.0,10,0,2,0,3.0
0,0.997459597,37,0,1.162735849,1695.0,12,0,2,0,0.0
0,0.602492116,50,0,0.375253234,6416.0,9,0,2,0,2.0
0,0.738510267,37,0,0.439181147,4200.0,10,0,1,0,0.0
0,0.034080639,70,0,0.302339532,5000.0,8,0,1,0,0.0
0,0.105563385,35,0,0.205509887,4500.0,13,0,0,1,0.0
0,0.064080303,55,0,0.180349576,3775.0,8,0,1,0,0.0
0,0.004746282,54,0,0.446452605,5200.0,11,0,2,0,0.0
0,0.634867874,56,0,3148.0,,6,0,1,0,0.0
0,0.030538713,60,0,1047.0,,3,0,1,0,0.0
0,0.057174228,48,0,0.449110178,5000.0,7,0,1,0,0.0
0,0.747178118,41,0,0.452769298,11464.0,13,0,1,0,1.0
0,0.9999999,49,1,0.0,2036.0,0,0,0,0,0.0
0,0.0,48,1,4218.0,,8,0,2,1,0.0
0,0.091981604,29,0,237.0,0.0,2,0,0,0,0.0
0,0.018628039,69,0,597.0,,12,0,0,0,0.0
0,0.386084012,49,0,0.166452387,11666.0,17,0,0,0,3.0
0,0.024120228,55,0,0.219372229,11500.0,13,0,2,0,1.0
0,0.060760595,61,0,2629.0,,11,0,2,0,1.0
0,0.023626359,46,0,4901.0,,15,0,1,0,1.0
0,0.9999999,41,0,0.153240741,2159.0,5,0,0,0,1.0
0,0.9999999,70,0,107.0,,0,0,0,2,0.0
0,0.933451193,66,0,0.154284572,10000.0,5,0,0,0,0.0
0,0.044924638,32,1,0.339932014,5000.0,7,0,1,0,0.0
0,0.9999999,39,0,0.0,1500.0,0,0,0,0,5.0
0,0.716075157,64,0,0.726890019,5700.0,5,1,3,0,1.0
0,0.89912844,44,0,0.597564598,10100.0,11,0,2,0,2.0
0,0.046661393,71,0,0.137902897,2450.0,14,0,1,0,0.0
0,0.014342447,84,0,0.080112259,7838.0,7,0,0,0,0.0
0,0.550778076,40,0,0.287658593,4334.0,9,0,0,0,1.0
0,0.81851657,33,2,0.586503749,3600.0,6,0,2,0,1.0
0,0.035716031,65,0,1223.0,,5,0,1,0,0.0
